Sector,Market Weight
Industrials,18.66547282613996
Health Care,15.653759534961642
Financials,12.259241860316244
Materials,11.341201880437753
Communication Services,10.392542201067828
Consumer Discretionary,8.472272356007977
Consumer Staples,6.693086921760527
Information Technology,5.617961214908058
Utilities,4.450929544279696
Energy,3.906502579799729
Real Estate,2.5470290803205815
